Entry ID,Crystallization Method,Temp (K),pH,Matthews Coefficient,Percent Solvent Content,Component_1_Name,Component_1_Conc,Component_1_pH
5Q7W,"VAPOR DIFFUSION, SITTING DROP",298.0,6.0,2.17,43.42,PEG 1000,43.42,6.0
5Q7Y,"VAPOR DIFFUSION, SITTING DROP",298.0,6.0,2.18,43.51,PEG 1000,43.51,6.0
5Q80,"VAPOR DIFFUSION, SITTING DROP",298.0,6.0,2.19,43.82,PEG 1000,43.82,6.0
5Q82,"VAPOR DIFFUSION, SITTING DROP",298.0,6.0,2.18,43.63,PEG 1000,43.63,6.0
5Q83,"VAPOR DIFFUSION, SITTING DROP",298.0,6.0,2.17,43.37,PEG 1000,43.37,6.0
5Q86,"VAPOR DIFFUSION, SITTING DROP",298.0,6.0,2.18,43.7,PEG 1000,43.7,6.0
5Q87,"VAPOR DIFFUSION, SITTING DROP",298.0,6.0,2.19,43.78,PEG 1000,43.78,6.0
5Q8A,"VAPOR DIFFUSION, SITTING DROP",298.0,6.0,2.19,43.75,PEG 1000,43.75,6.0
5Q8D,"VAPOR DIFFUSION, SITTING DROP",298.0,6.0,2.2,43.99,PEG 1000,43.99,6.0
5Q8F,"VAPOR DIFFUSION, SITTING DROP",298.0,6.0,2.2,44.01,PEG 1000,44.01,6.0
5Q8I,"VAPOR DIFFUSION, SITTING DROP",298.0,6.0,2.19,43.86,PEG 1000,43.86,6.0
5Q8L,"VAPOR DIFFUSION, SITTING DROP",298.0,6.0,2.18,43.57,PEG 1000,43.57,6.0
5Q8N,"VAPOR DIFFUSION, SITTING DROP",298.0,6.0,2.19,43.89,PEG 1000,43.89,6.0
5Q8P,"VAPOR DIFFUSION, SITTING DROP",298.0,6.0,2.19,43.81,PEG 1000,43.81,6.0
5Q8V,"VAPOR DIFFUSION, SITTING DROP",298.0,6.0,2.18,43.52,PEG 1000,43.52,6.0
5Q8X,"VAPOR DIFFUSION, SITTING DROP",298.0,6.0,2.18,43.66,PEG 1000,43.66,6.0
5Q8Z,"VAPOR DIFFUSION, SITTING DROP",298.0,6.0,2.17,43.4,PEG 1000,43.4,6.0
5Q90,"VAPOR DIFFUSION, SITTING DROP",298.0,6.0,2.18,43.67,PEG 1000,43.67,6.0
5Q91,"VAPOR DIFFUSION, SITTING DROP",298.0,6.0,2.17,43.29,PEG 1000,43.29,6.0
5Q95,"VAPOR DIFFUSION, SITTING DROP",298.0,6.0,2.17,43.37,PEG 1000,43.37,6.0
5Q99,"VAPOR DIFFUSION, SITTING DROP",298.0,6.0,2.18,43.66,PEG 1000,43.66,6.0
5Q9B,"VAPOR DIFFUSION, SITTING DROP",298.0,6.0,2.19,43.78,PEG 1000,43.78,6.0
5Q9C,"VAPOR DIFFUSION, SITTING DROP",298.0,6.0,2.18,43.62,PEG 1000,43.62,6.0
5Q9E,"VAPOR DIFFUSION, SITTING DROP",298.0,6.0,2.19,43.71,PEG 1000,43.71,6.0
5Q9F,"VAPOR DIFFUSION, SITTING DROP",298.0,6.0,2.17,43.44,PEG 1000,43.44,6.0
5Q9I,"VAPOR DIFFUSION, SITTING DROP",298.0,6.0,2.18,43.59,PEG 1000,43.59,6.0
5Q9M,"VAPOR DIFFUSION, SITTING DROP",298.0,6.0,2.18,43.7,PEG 1000,43.7,6.0
5Q9N,"VAPOR DIFFUSION, SITTING DROP",298.0,6.0,2.17,43.26,PEG 1000,43.26,6.0
5Q9O,"VAPOR DIFFUSION, SITTING DROP",298.0,6.0,2.19,43.73,PEG 1000,43.73,6.0
5Q9P,"VAPOR DIFFUSION, SITTING DROP",298.0,6.0,2.18,43.66,PEG 1000,43.66,6.0
5Q9S,"VAPOR DIFFUSION, SITTING DROP",298.0,6.0,2.17,43.32,PEG 1000,43.32,6.0
5Q9T,"VAPOR DIFFUSION, SITTING DROP",298.0,6.0,2.18,43.65,PEG 1000,43.65,6.0
5Q9U,"VAPOR DIFFUSION, SITTING DROP",298.0,6.0,2.19,43.8,PEG 1000,43.8,6.0
5Q9V,"VAPOR DIFFUSION, SITTING DROP",298.0,6.0,2.17,43.39,PEG 1000,43.39,6.0
5QA0,"VAPOR DIFFUSION, SITTING DROP",298.0,6.0,2.19,43.79,PEG 1000,43.79,6.0
5QA1,"VAPOR DIFFUSION, SITTING DROP",298.0,6.0,2.17,43.38,PEG 1000,43.38,6.0
5WMK,"VAPOR DIFFUSION, HANGING DROP",277.0,5.0,1.85,33.53,PEG-1500,33.53,5.0
5WP1,"VAPOR DIFFUSION, HANGING DROP",290.0,7.5,2.31,46.75,1.1-1.3 M AMMONIUM SULFATE,46.75,7.5
5Y4M,"VAPOR DIFFUSION, SITTING DROP",296.0,6.2,1.89,35.0,PEG8000,35.0,6.2
5YSX,EVAPORATION,291.0,4.6,2.53,51.45,SODIUM ACETATE TRIHYDRATE,51.45,4.6
6ALC,VAPOR DIFFUSION,277.0,6.5,2.23,44.86,LI2SO4,44.86,6.5
6AML,"VAPOR DIFFUSION, HANGING DROP",277.15,6.900057380916535,2.27,45.82,SODIUM CACODYLATE,45.82,6.900057380916535
6AVK,"VAPOR DIFFUSION, SITTING DROP",290.0,6.683467551542113,2.23,44.79,POTASSIUM IODIDE,44.79,6.683467551542113
6BSL,VAPOR DIFFUSION,277.0,8.1,2.67,53.98,8-12% PEG3350,53.98,8.1
6DCG,"VAPOR DIFFUSION, HANGING DROP",277.0,6.4,2.38,48.22,MES,48.22,6.4
60000000000000000877841713840492381858202579271879303556716647230187781855068892954624,"VAPOR DIFFUSION, SITTING DROP",292.0,5.5,2.2,44.0,PROTEIN: 6.9 MG/ML,44.0,5.5
6F3P,"VAPOR DIFFUSION, HANGING DROP",292.0,6.500030399930553,2.81,56.16,KH2PO4,56.16,6.500030399930553
6F3Q,"VAPOR DIFFUSION, HANGING DROP",292.0,6.500191668877097,2.24,45.06,RBH2PO4,45.06,6.500191668877097
6FG4,"VAPOR DIFFUSION, HANGING DROP",293.0,5.4799999999999995,1.66,25.82,RESERVOIR CONTAINED 15% POLYETHYLENE GLYCOL 8,25.82,5.4799999999999995
6FIY,"VAPOR DIFFUSION, SITTING DROP",293.15,8.5,2.09,41.18,W/V PEG 3350,41.18,8.5
6FL2,"VAPOR DIFFUSION, SITTING DROP",298.15,5.873886989983121,2.12,42.1,W/V PEG 3350,42.1,5.873886989983121
6FNG,"VAPOR DIFFUSION, SITTING DROP",291.0,8.5,1.95,37.0,MPD/PEG1000/PEG3350 (MD),37.0,8.5
6FNH,"VAPOR DIFFUSION, SITTING DROP",291.0,8.5,2.75,55.32,MPD/PEG1000/PEG3350 (MD),55.32,8.5
6FNI,"VAPOR DIFFUSION, SITTING DROP",291.0,7.5,2.91,57.7,PEG5000 MME,57.7,7.5
6FNJ,"VAPOR DIFFUSION, SITTING DROP",291.0,7.5,2.76,55.4,PEG5000 MME,55.4,7.5
6FNK,"VAPOR DIFFUSION, SITTING DROP",291.0,7.5,2.03,39.6,PEG5000 MME,39.6,7.5
6FNL,"VAPOR DIFFUSION, SITTING DROP",291.0,7.5,2.1,41.5,PEG5000 MME,41.5,7.5
6FNM,"VAPOR DIFFUSION, SITTING DROP",291.0,7.5,2.1,41.5,PEG5000 MME,41.5,7.5
6GIM,"VAPOR DIFFUSION, HANGING DROP",277.0,6.0,2.304846,46.66,MAGNESIUM ACETATE,46.66,6.0
6GY5,"VAPOR DIFFUSION, SITTING DROP",293.0,4.5,2.2,44.21,SODIUM CHLORIDE,44.21,4.5
5MLR,"VAPOR DIFFUSION, HANGING DROP",293.0,5.84,2.63,53.27,BIS TRIS PROPANE,53.27,5.84
5MPV,"VAPOR DIFFUSION, HANGING DROP",293.0,8.5,2.7,54.47,PEG MME 2000,54.47,8.5
5OAB,"VAPOR DIFFUSION, HANGING DROP",293.0,7.0,2.45,49.87,SODIUM/POTASSIUM PHOSPHATE,49.87,7.0
5OF0,"VAPOR DIFFUSION, HANGING DROP",293.0,8.0,3.32,62.91,PENTAERYTHRITOL PROPOXYLATE PO/OH 5/4,62.91,8.0
5OGH,"VAPOR DIFFUSION, HANGING DROP",293.0,6.0,2.78,55.76,AMMONIUM SULPHATE,55.76,6.0
5OGJ,EVAPORATION,291.0,5.0,2.18,43.56,CRYSTALLIZATION BUFFER: 0.1M AMMONIUM CITRATE (,43.56,7.0
5OGN,"VAPOR DIFFUSION, HANGING DROP",291.0,7.8,1.95,36.8,SODIUM CITRATE,36.8,7.8
5OGO,EVAPORATION,291.0,7.0,2.06,40.4,CRYSTALLIZATION BUFFER: 0.1M SODIUM BICINE (,40.4,9.0
5OGP,"VAPOR DIFFUSION, HANGING DROP",291.0,7.8,2.09,41.03,"SODIUM CITRATE 
50 MM TRIS-HCL",41.03,7.8
5WLR,"VAPOR DIFFUSION, HANGING DROP",298.0,7.8,2.16,43.0,"SODIUM CITRATE
50MM TRIS-HCL",43.0,7.8
5WLU,"VAPOR DIFFUSION, HANGING DROP",298.0,7.8,2.13,42.13,"SODIUM CITRATE
50MM TRIS-HCL",42.13,7.8
5WLV,"VAPOR DIFFUSION, HANGING DROP",298.0,7.8,2.15,42.83,"SODIUM CITRATE
50MM TRIS-HCL",42.83,7.8
5WMA,"VAPOR DIFFUSION, SITTING DROP",277.0,7.859999999999999,2.15,42.7,BIS-TRIS PROPANE,42.7,7.859999999999999
5WMD,"VAPOR DIFFUSION, SITTING DROP",277.0,7.5,2.13,42.2,BIS-TRIS,42.2,7.5
5WMG,"VAPOR DIFFUSION, SITTING DROP",277.0,7.5,2.52,51.21,BIS-TRIS,51.21,7.5
5YUI,"VAPOR DIFFUSION, HANGING DROP",293.0,6.5,2.09,41.2,SODIUM CITRATE,41.2,6.5
5YUJ,"VAPOR DIFFUSION, HANGING DROP",293.0,7.4399999999999995,2.08,40.9,SODIUM CITRATE,40.9,7.4399999999999995
5YUK,"VAPOR DIFFUSION, HANGING DROP",293.0,6.6,2.07,40.69,SODIUM CITRATE,40.69,6.6
5ZGM,"VAPOR DIFFUSION, HANGING DROP",291.0,7.0,2.3,46.57,AMMONIUM CITRATE,46.57,7.0
6B1F,"VAPOR DIFFUSION, SITTING DROP",295.0,4.0,1.87,34.16,PEG 6000,34.16,4.0
6B1X,"VAPOR DIFFUSION, SITTING DROP",295.0,4.0,1.86,34.01,OF 20% PEG 6000,34.01,4.0
6BCD,"VAPOR DIFFUSION, HANGING DROP",289.15,5.25,2.7,53.2,WELL SOLUTION CONTAINING 100 MM SODIUM CITRATE,53.2,5.25
6C7M,SMALL TUBES,277.0,7.25,3.59,65.75,HEPES,65.75,7.25
6E5Z,"VAPOR DIFFUSION, HANGING DROP",298.0,7.5,3.06,59.74,HEPES-NA,59.74,7.5
6FWW,"VAPOR DIFFUSION, SITTING DROP",291.0,4.0,1.92,35.78,MMT BUFFER,35.78,4.0
6G8A,"VAPOR DIFFUSION, HANGING DROP",293.0,5.7,2.01,38.68,PEG MME 5000,38.68,5.7
6H20,"VAPOR DIFFUSION, SITTING DROP",298.0,5.732458423021359,2.78,55.7,MES,55.7,6.0
5MXP,"VAPOR DIFFUSION, SITTING DROP",293.0,5.6,1.89,34.85,AMMONIUM ACETATE,34.85,5.6
5Y0L,"VAPOR DIFFUSION, SITTING DROP",293.0,6.720000000000001,2.2,44.17,1.2-2.2 M AMMONIUM SULPHATE,44.17,6.720000000000001
5Y0M,"VAPOR DIFFUSION, SITTING DROP",293.0,5.9399999999999995,2.21,44.39,1.2-2.2 M AMMONIUM SULPHATE,44.39,5.9399999999999995
5Y23,"VAPOR DIFFUSION, HANGING DROP",293.0,8.0,2.08,40.78,DROP: 100 MM TRIS-HCL BUFFER,40.78,8.0
5Z89,"VAPOR DIFFUSION, HANGING DROP",298.0,7.5,3.24,62.02,LITHIUM SULFATE,62.02,7.5
5Z8P,"VAPOR DIFFUSION, HANGING DROP",298.0,6.5,3.19,61.41,MES MONOHYDRATE,61.41,6.5
5Z95,"VAPOR DIFFUSION, HANGING DROP",298.0,7.5,3.24,62.09,LITHIUM SULFATE,62.09,7.5
6A56,VAPOR DIFFUSION,293.0,6.7,2.18,43.5,LACTOSE,43.5,6.7
6B7V,"VAPOR DIFFUSION, SITTING DROP",291.0,8.5,1.97,37.58,SODIUM CHLORIDE,37.58,8.5
6B7W,"VAPOR DIFFUSION, SITTING DROP",291.0,7.1,1.99,38.12,SODIUM CHLORIDE,38.12,7.1
6C17,VAPOR DIFFUSION,293.0,7.2,2.21,44.24,18-22% PEG 3350,44.24,7.2
6C1J,VAPOR DIFFUSION,293.0,7.2,2.22,44.59,18-22 % PEG 3350,44.59,7.2
6C1X,VAPOR DIFFUSION,293.0,7.2,2.26,45.46,18-22 % PEG 3350,45.46,7.2
6DJC,"VAPOR DIFFUSION, SITTING DROP",291.0,7.1,2.47,50.26,AMMONIUM SULFATE,50.26,7.1
6DUB,"VAPOR DIFFUSION, SITTING DROP",291.0,7.0,2.51,50.97,PEG2000,50.97,7.0
6FJ7,"VAPOR DIFFUSION, SITTING DROP",294.0,6.178758084322977,1.94,36.53,SODIUM ACETATE,36.53,4.5
6FJV,"VAPOR DIFFUSION, SITTING DROP",294.0,5.867725635751494,2.16,42.97,SODIUM ACETATE,42.97,4.6
5QIB,"VAPOR DIFFUSION, SITTING DROP",293.0,5.75,2.4,48.83,MIB,48.83,5.75
5QIC,"VAPOR DIFFUSION, SITTING DROP",293.0,5.75,2.36,47.85,MIB,47.85,5.75
5QID,"VAPOR DIFFUSION, SITTING DROP",293.0,5.75,2.34,47.42,MIB,47.42,5.75
5QIE,"VAPOR DIFFUSION, SITTING DROP",293.0,5.75,2.35,47.64,MIB,47.64,5.75
5QIF,"VAPOR DIFFUSION, SITTING DROP",293.0,5.75,2.38,48.3,MIB,48.3,5.75
5QIG,"VAPOR DIFFUSION, SITTING DROP",293.0,5.75,2.35,47.65,MIB,47.65,5.75
5QIH,"VAPOR DIFFUSION, SITTING DROP",293.0,5.75,2.34,47.48,MIB,47.48,5.75
5VX5,"VAPOR DIFFUSION, HANGING DROP",298.0,8.5,2.54,51.62,SODIUM ACETATE,51.62,8.5
5YOK,"VAPOR DIFFUSION, HANGING DROP",293.0,5.0,2.68,54.08,PHOSPHATE BUFFER AT,54.08,5.0
6BRA,"VAPOR DIFFUSION, HANGING DROP",298.0,5.0,2.57,52.15,SODIUM ACETATE,52.15,5.0
6DBA,"VAPOR DIFFUSION, HANGING DROP",298.0,6.5,1.71,28.12,MES,28.12,6.5
6FTD,"VAPOR DIFFUSION, HANGING DROP",297.0,4.95,2.29,46.34,SODIUM ACETATE,46.34,4.95
6FYR,"VAPOR DIFFUSION, SITTING DROP",298.0,7.5,2.2,44.04,PEG4000,44.04,7.5
6GPK,"VAPOR DIFFUSION, SITTING DROP",293.0,6.640000000000001,2.21,44.34,PEG3350,44.34,6.640000000000001
5WXF,"VAPOR DIFFUSION, SITTING DROP",298.0,5.827388287431535,1.81,31.95,SODIUM CITRATE,31.95,5.827388287431535
6DG4,"VAPOR DIFFUSION, HANGING DROP",291.0,6.9,2.07,40.61,HEPES,40.61,6.9
6ELC,"VAPOR DIFFUSION, HANGING DROP",298.0,7.5,2.4479999999999995,45.558,HANGING DROPS FORMED FROM MIXING A 1:1 VOLUME RATIO OF THE PROTEIN WITH AN EQUILIBRATION BUFFER CONSISTING OF 16-22% POLYETHYLENE GLYCOL (PEG) MOLECULAR WEIGHT 3350 DA,45.558,7.5
6EW4,"VAPOR DIFFUSION, SITTING DROP",277.0,7.8999999999999995,2.11,41.71,40-42% PEG 6000,41.71,7.8999999999999995
6F5Z,"VAPOR DIFFUSION, HANGING DROP",277.0,8.3,2.2,44.11,0.1-0.3 M NACL; 0.1 M BIS-TRIS,44.11,5.0
6FIG,"VAPOR DIFFUSION, SITTING DROP",298.0,7.5,2.77,55.61,PEG 3350,55.61,7.5
6FIH,"VAPOR DIFFUSION, SITTING DROP",293.0,7.5,2.34,47.37,HEPES,47.37,7.5
6FSG,"VAPOR DIFFUSION, SITTING DROP",298.0,5.0,2.25,45.26,AMMONIUM SULFATE AND 0.1 M CITRIC ACID,45.26,4.0
6FSI,"VAPOR DIFFUSION, SITTING DROP",298.0,5.0,2.23,44.91,AMMONIUM SULFATE AND 0.1 M CITRIC ACID,44.91,4.0
6FT1,"VAPOR DIFFUSION, SITTING DROP",298.0,5.0,2.2,44.11,AMMONIUM SULFATE AND 0.1 M CITRIC ACID,44.11,4.0
6G2L,VAPOR DIFFUSION,291.0,8.0,3.12,60.57,POTASSIUM PHOSPHATE MONOBASIC,60.57,8.0
6G2M,VAPOR DIFFUSION,291.0,8.0,3.11,60.44,CHES,60.44,8.0
6G2N,VAPOR DIFFUSION,291.0,8.0,2.16,42.99,MORPHEUS H2,42.99,8.0
6GNR,"VAPOR DIFFUSION, SITTING DROP",291.0,4.6,2.06,40.21,PURIFIED SATTR IN 100 MM NACL AND  20 MM TRIS-HCL,40.21,4.6
6GR7,"VAPOR DIFFUSION, HANGING DROP",291.0,4.5,2.14,42.65,THE PURIFIED HUMAN TTR WAS DIALYZED AGAINST 10 MM NA-PHOSPHATE BUFFER WITH 100 MM KCL (,42.65,7.6
5NZ4,"VAPOR DIFFUSION, HANGING DROP",291.0,8.0,2.85,56.88,HEPES,56.88,6.75
5UMP,"VAPOR DIFFUSION, HANGING DROP",298.0,5.5,2.14,42.55,AMMONIUM ACETATE,42.55,5.5
5WA5,VAPOR DIFFUSION,295.0,7.2443968520148,2.16,43.04,SODIUM NITRATE,43.04,7.2443968520148
5XRE,"VAPOR DIFFUSION, HANGING DROP",277.0,6.5,2.89,57.37,20%-25%(W/V) PEG 2000 MONOMETHYL ETHER,57.37,6.5
5XVJ,"VAPOR DIFFUSION, HANGING DROP",289.0,4.2,1.83,32.84,LITHIUM SULFATE,32.84,4.2
5XX2,"VAPOR DIFFUSION, HANGING DROP",293.15,8.5,2.47,50.13,PEG4000; 0.2M LITHIUM SULFATE; 0.1M TRIS-HCL,50.13,8.5
5XX3,"VAPOR DIFFUSION, HANGING DROP",293.15,8.5,2.14,42.55,PEG4000; 0.2M LITHIUM SULFATE; 0.1M TRIS-HCL,42.55,8.5
5XX5,"VAPOR DIFFUSION, HANGING DROP",293.15,8.5,2.16,43.06,PEG4000; 0.2M LITHIUM SULFATE; 0.1M TRIS-HCL,43.06,8.5
5XX6,"VAPOR DIFFUSION, HANGING DROP",293.0,8.5,2.16,42.96,20-30% PEG4000; 0.2M LITHIUM SULFATE; 0.1M TRIS-HCL,42.96,8.5
5XX7,"VAPOR DIFFUSION, HANGING DROP",293.0,8.5,2.16,43.06,20-30% PEG4000; 0.2M LITHIUM SULFATE; 0.1M TRIS-HCL,43.06,8.5
5XX8,"VAPOR DIFFUSION, HANGING DROP",293.0,8.5,2.18,43.53,20-30%PEG4000; 0.2M LITHIUM SULFATE; 0.1M TRIS-HCL,43.53,8.5
6AR0,"VAPOR DIFFUSION, SITTING DROP",293.0,6.5,1.96,37.33,BIS-TRIS,37.33,6.5
6F8N,"VAPOR DIFFUSION, HANGING DROP",298.0,6.7,2.11,41.76,MAGNESIUM CHLORIDE,41.76,6.7
5N86,"VAPOR DIFFUSION, SITTING DROP",298.0,8.5,1.89,35.03,TRIS,35.03,8.5
5O97,"VAPOR DIFFUSION, SITTING DROP",277.0,7.959999999999999,2.16,42.95,HEPES,42.95,7.959999999999999
5VSG,BATCH MODE,310.0,7.4,2.5,50.6,DMSO,50.6,7.4
5XTX,"VAPOR DIFFUSION, HANGING DROP",293.0,5.64,3.09,60.21,MES,60.21,5.64
5XU2,"VAPOR DIFFUSION, HANGING DROP",293.0,7.425000000000001,3.09,60.19,MES,60.19,7.425000000000001
5XU9,"VAPOR DIFFUSION, HANGING DROP",293.0,6.720000000000001,3.1,60.27,MES,60.27,6.720000000000001
6CUK,"VAPOR DIFFUSION, SITTING DROP",293.0,7.6,2.87,57.09,"1.43-1.48 M (NH4)2SO4
300-400 MM NASCN
1.5% ISOPROPANOL 

14.0 MG/ML PROTEIN IN 20 MM TRIS",57.09,7.5
6CUN,"VAPOR DIFFUSION, SITTING DROP",293.0,5.8,2.89,57.49,"1.43-1.48 M (NH4)2SO4
300-400 MM NASCN
1.5% ISOPROPANOL

2:1 RATIO OF RMA TDE (14 MG/ML IN 20MM TRIS HCL",57.49,7.5
6DT3,"VAPOR DIFFUSION, SITTING DROP",292.0,7.5,2.18,43.6,PROTEIN,43.6,7.5
6F9M,"VAPOR DIFFUSION, SITTING DROP",293.0,7.5,2.2,44.0,NH4AC,44.0,7.5
6FBZ,"VAPOR DIFFUSION, SITTING DROP",291.0,6.9,1.82,32.28,"W/V PEG 20000
20% PEG 500 MME
0.02 M 1",32.28,6.9
6FC0,"VAPOR DIFFUSION, SITTING DROP",291.0,6.9,1.8,31.71,"W/V PEG 20000
20% PEG 500 MME
0.03 M DIETHYLENEGLYCOL 
0.03 M TRIETHYLENEGLYCOL
0.03 M TETRAETHYLENEGLYCOL 
0.03 M PENTAETHYLENEGLYCOL
0.1 M BICINE/TRIZMA",31.71,8.5
6FC1,"VAPOR DIFFUSION, SITTING DROP",291.0,7.1,2.2,44.03,MIB (SODIUM MALONATE:IMIDAZOLE:BORIC ACID IN MOLAR RATIOS OF 2:3:3) BUFFER (,44.03,7.0
6G5Y,"VAPOR DIFFUSION, HANGING DROP",283.0,4.4,1.97,37.68,ETHYLENE GLICOL,37.68,4.4
5O6R,"VAPOR DIFFUSION, SITTING DROP",293.0,7.4,2.21,44.37,19-21 % PEG 3350 AND 50 MM MG ACETATE,44.37,7.4
5V7D,"VAPOR DIFFUSION, HANGING DROP",291.0,7.0,2.64,53.46,POTASSIUM PHOSPHATE,53.46,7.0
5V7E,"VAPOR DIFFUSION, HANGING DROP",291.0,6.9,2.49,50.51,POTASSIUM PHOSPHATE,50.51,6.9
5W55,VAPOR DIFFUSION,295.0,6.562600500698671,2.1,41.4,SODIUM NITRATE,41.4,6.562600500698671
5XT0,"VAPOR DIFFUSION, HANGING DROP",293.0,7.424999999999999,3.07,59.91,MES,59.91,7.424999999999999
5XT4,"VAPOR DIFFUSION, HANGING DROP",293.0,6.76,3.08,60.07,MES,60.07,6.76
5YXG,"VAPOR DIFFUSION, HANGING DROP",293.0,6.5,2.22,44.71,AMMONIUM CHLORIDE 20% W/V PEG 3350,44.71,6.5
5ZU6,"VAPOR DIFFUSION, HANGING DROP",288.0,6.5,2.43,49.28,SODIUM CITRATE TRIBASIC DIHYDRATE,49.28,6.5
6ELW,"VAPOR DIFFUSION, SITTING DROP",293.0,6.5,1.7,27.74,PEG 1500,27.74,6.5
6F4I,EVAPORATION,277.0,8.000000000000002,2.89,57.44,TRIS-HCL,57.44,8.000000000000002
6F4J,BATCH MODE,277.0,8.100000000000001,2.08,40.75,LI2SO4,40.75,8.100000000000001
6FMB,"VAPOR DIFFUSION, SITTING DROP",293.0,5.0,1.92,35.97,PURIFIED CSEP0064/BEC1054 WAS DIALYSED INTO CRYSTALLISATION BUFFER (10 MM TRIS,35.97,5.0
6FNX,EVAPORATION,292.0,6.5,2.17,43.27,"OF #F1 INHIBITOR (IN DMSO) FINAL CONCENTRATION.
RATIO 1:1 (PROTEIN:PRECIPITANT). 
20MG/ML OF BRD4(BD1) PROTEIN. 
0.25M AMSO4; 0.1M NACL; 0",43.27,6.5
6FO5,EVAPORATION,292.0,8.5,2.04,39.7,"OF #17 INHIBITOR (IN DMSO) FINAL CONCENTRATION.
RATIO 1:1 (PROTEIN:PRECIPITANT. 
12MG/ML OF BRD4(BD1) PROTEIN. 
PRECIPITANT AGENT: 0.3M NANO3; 0.1M NACL; 22% (W/V) PEG3350; 10% (W/V) ETHYLENE GLYCOL. 
CRYOPROTECTANT: 10 % (W/V) GLYCEROL.",39.7,8.5
6GRO,"VAPOR DIFFUSION, SITTING DROP",277.0,8.5,2.67,53.95,SODIUM/POTASSIUM TARTRATE,53.95,8.5
5MCT,EVAPORATION,292.0,7.0,2.26,45.51,AMMONIUM CITRATE,45.51,7.0
5MG7,EVAPORATION,292.0,7.0,2.28,46.01,AMMONIUM TARTRATE DIBASIC,46.01,7.0
5NI9,"VAPOR DIFFUSION, HANGING DROP",293.0,6.5,2.52,51.11,0.1 M,51.11,6.5
5NIG,"VAPOR DIFFUSION, HANGING DROP",293.0,6.5,2.52,51.24,MES,51.24,6.5
5NZ5,"VAPOR DIFFUSION, SITTING DROP",298.0,6.5,2.36,47.95,AMMONIUM SULFATE,47.95,6.5
5O2O,"VAPOR DIFFUSION, SITTING DROP",277.15,9.5,2.23,44.91,CHES,44.91,9.5
5O3Y,"VAPOR DIFFUSION, HANGING DROP",293.0,3.75,2.0,38.56,NAACT,38.56,3.75
5O55,"VAPOR DIFFUSION, HANGING DROP",277.0,7.9,2.45,49.8,BIS-TRIS PROPANE,49.8,7.9
5O5F,"VAPOR DIFFUSION, HANGING DROP",277.0,8.300000000000002,2.47,50.21,BIS-TRIS PROPANE,50.21,8.300000000000002
5O5T,"VAPOR DIFFUSION, HANGING DROP",293.15,8.0,3.31,62.8,PENTAERYTHRITOL PROPOXYLATE PO/OH 5/4,62.8,8.0
5U5O,"VAPOR DIFFUSION, HANGING DROP",291.0,6.5,2.52,51.19,PEG 8000,51.19,6.5
5XQK,"VAPOR DIFFUSION, HANGING DROP",293.0,7.6,3.05,59.62,MES,59.62,7.6
5XRV,"VAPOR DIFFUSION, HANGING DROP",293.0,6.901617035867202,3.05,59.61,MES,59.61,6.901617035867202
5Y8C,"VAPOR DIFFUSION, SITTING DROP",277.0,8.2,1.98,37.9,PEG3350,37.9,8.2
5ZWP,"VAPOR DIFFUSION, HANGING DROP",293.0,5.6,2.42,49.08,SODIUM CITRATE,49.08,5.6
5ZXW,"VAPOR DIFFUSION, HANGING DROP",281.0,8.3,2.11,41.78,AMMONIUM SULFATE,41.78,8.3
6AQ1,"VAPOR DIFFUSION, SITTING DROP",293.0,7.699999999999999,2.09,41.12,SODIUM CACODYLATE,41.12,7.699999999999999
6BT6,"VAPOR DIFFUSION, HANGING DROP",293.15,8.129411764913007,2.03,39.38,POTASSIUM PHOSPHATE,39.38,8.129411764913007
6BU3,"VAPOR DIFFUSION, HANGING DROP",293.15,8.015521101706858,2.02,39.22,SODIUM ACETATE,39.22,4.5
6C5F,"VAPOR DIFFUSION, HANGING DROP",293.0,5.8,2.18,43.55,- 34% PEG 4000,43.55,5.8
6D1L,"VAPOR DIFFUSION, SITTING DROP",281.0,8.6,2.09,41.01,200 NL 7 MG/ML PROTEIN + 200 NL RESERVOIR (2.8 M AMMONIUM SULFATE,41.01,8.6
6D1M,"VAPOR DIFFUSION, SITTING DROP",281.0,8.6,2.11,41.6,200 NL 7 MG/ML PROTEIN + 200 NL RESERVOIR (2.8 M AMMONIUM SULFATE,41.6,8.6
6FU9,"VAPOR DIFFUSION, SITTING DROP",293.0,8.5,2.16,43.12,ETHYLENE GLYCOLS (0.3M DIETHYLENE GLYCOL; 0.3M TRIETHYLENE-GLYCOL; 0.3M TETRAETHYLENE GLYCOL; 0.3M PENTAETHYLENE GLYCOL); 0.1M BUFFER SYSTEM 3 (1M TRIS (BASE); BICINE),43.12,8.5
6FUB,"VAPOR DIFFUSION, SITTING DROP",293.0,7.5,2.04,39.76,AMINO ACIDS (0.2M L-NA-GLUTAMATE; 0.2M ALANINE (RACEMIC); 0.2M GLYCINE; 0.2M LYSINE HCL (RACEMIC); 0.2M SERINE (RACEMIC)); 0.1M BUFFER SYSTEM 2 (1M SODIUM HEPES,39.76,7.5
6FUD,"VAPOR DIFFUSION, SITTING DROP",293.0,7.5,1.91,35.44,ALCOHOLS (0.2M 1,35.44,7.5
6G10,"VAPOR DIFFUSION, SITTING DROP",293.0,6.5,2.04,39.82,ALCOHOLS (0.2M 1,39.82,6.5
